ordem;percentil;distancia_sexto_vizinho;distancia_geometrica_normalizada;eh_joelho
442;4.41044104410441;0.05081056249858892;0.02328062139028803;False
443;4.42044204420442;0.050817544221076656;0.02337544465360959;False
444;4.43044304430443;0.050851368134723185;0.02345032679144211;False
445;4.44044404440444;0.05086337866833678;0.023541414139423227;False
446;4.45044504450445;0.0508961109856252;0.023617107226698422;False
447;4.46044604460446;0.05089615843985291;0.023717081973843722;False
448;4.47044704470447;0.05089615843985291;0.023817091974843822;False
449;4.48044804480448;0.05090308355651559;0.02391195729076289;False
450;4.490449044904491;0.05090308355651559;0.02401196729176299;False
451;4.5004500450045;0.05095871162155063;0.024070651075428065;False
452;4.51045104510451;0.05096121014966284;0.02416880491415256;False
453;4.520452045204521;0.05096121014966284;0.02426881491515266;False
454;4.53045304530453;0.051016039744020567;0.02432809188451861;False
455;4.540454045404541;0.05107721383728346;0.02438265551106971;False
456;4.550455045504551;0.051081036119242064;0.02447982593002004;False
457;4.56045604560456;0.051141032314210355;0.024535264619920744;False
458;4.570457045704571;0.051150285866063294;0.02462840013598676;False
459;4.580458045804581;0.051168162163795584;0.024715129794325923;False
460;4.59045904590459;0.05116929539126436;0.024814297918035574;False
461;4.600460046004601;0.051187823722172954;0.024900543179429836;False
462;4.61046104610461;0.051200709283402764;0.02499098046738425;False
463;4.62046204620462;0.05122413766140403;0.025073585472534184;False
464;4.63046304630463;0.0512493941316063;0.025154832383787462;False
465;4.64046404640464;0.05128943788548965;0.025225093788016288;False
466;4.65046504650465;0.051324222747866056;0.02529926203482934;False
467;4.66046604660466;0.05135576477237193;0.025375839393347713;False
468;4.670467046704671;0.051402950446160674;0.025440795048868328;False
469;4.68046804680468;0.0514141788080268;0.02553246347403789;False
470;4.69046904690469;0.0514467669478607;0.02560826367107534;False
471;4.700470047004701;0.05145320734228341;0.025703489088260263;False
472;4.71047104710471;0.05146950373490148;0.02579139246173904;False
473;4.72047204720472;0.05150108855498573;0.025867938027323897;False
474;4.730473047304731;0.05150108855498573;0.025967948028323997;False
475;4.74047404740474;0.05151459993862995;0.026057920391368755;False
476;4.750475047504751;0.051522807833123;0.02615183272869012;False
477;4.760476047604761;0.05157088754756739;0.026216124199353354;False
478;4.77047704770477;0.05157088754756739;0.026316134200353454;False
479;4.780478047804781;0.05157946129301221;0.0264097747461621;False
480;4.790479047904791;0.0516096199819058;0.026487379787885425;False
481;4.8004800480048;0.05161846659038339;0.026580817623120048;False
482;4.81048104810481;0.05161919522998827;0.026680286316083435;False
483;4.82048204820482;0.051628617418823936;0.026773296551347497;False
484;4.83048304830483;0.051645844071699934;0.026860508832343134;False
485;4.84048404840484;0.051645844071699934;0.026960518833343234;False
486;4.850485048504851;0.051670439438693296;0.02704225687968947;False
487;4.86048604860486;0.051670439438693296;0.02714226688068957;False
488;4.87048704870487;0.05169251888246953;0.027225874012174824;False
489;4.880488048804881;0.051716618445912584;0.027307980392117827;False
490;4.8904890489048904;0.051784918994908384;0.027357249758329996;False
491;4.9004900490049;0.05179539764242025;0.02744947514801601;False
492;4.910491049104911;0.05182239028297773;0.02752943225432308;False
493;4.9204920492049204;0.051833577644022195;0.027621131139097265;False
494;4.930493049304931;0.05195220637148474;0.027633011585883913;False
495;4.940494049404941;0.05196609951191695;0.027722700340933683;False
496;4.9504950495049505;0.05200058939905328;0.027797087725530373;False
497;4.960496049604961;0.05202811290527905;0.027876650450512668;False
498;4.970497049704971;0.052083473952119146;0.02793553260260831;False
499;4.9804980498049805;0.05209414850631073;0.02802761245277181;False
500;4.99049904990499;0.05209490847030928;0.02812705787477116;False
501;5.000500050005;0.05209490847030928;0.02822706787577126;False
502;5.0105010501050105;0.0521106982586992;0.02831534760669519;False
503;5.02050205020502;0.05212309828234702;0.02840614560163492;False
